,Object Number,Is Highlight,Is Public Domain,Object ID,Department,Title,Culture,Artist Display Name,Artist Display Bio,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,Country,Classification,Link Resource,Metadata Date,Repository
280,69.262.7,False,True,1836,American Decorative Arts,Side Chair,American or French,Auguste-Émile Rinquet-Leprince,1801–1886,Auguste-Émile Rinquet-Leprince,French,1801,1886,ca. 1843,1838,1848,"Applewood or pearwood, ebonized walnut, beech",38 1/2 x 23 1/4 x 26 1/8 in. (97.8 x 59.1 x 66.4 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,United States|France,Furniture,http://www.metmuseum.org/art/collection/search/1836,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
281,69.262.6,False,True,1835,American Decorative Arts,Side Chair,American or French,Auguste-Émile Rinquet-Leprince,1801–1886,Auguste-Émile Rinquet-Leprince,French,1801,1886,ca. 1843,1838,1848,"Applewood or pearwood, ebonized walnut, beech",38 1/2 x 23 1/4 x 26 1/8 in. (97.8 x 59.1 x 66.4 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,United States|France,Furniture,http://www.metmuseum.org/art/collection/search/1835,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
282,69.262.5,False,True,1834,American Decorative Arts,Side Chair,American or French,Auguste-Émile Rinquet-Leprince,1801–1886,Auguste-Émile Rinquet-Leprince,French,1801,1886,ca. 1843,1838,1848,"Applewood or pearwood, ebonized walnut, beech",36 x 18 1/2 x 20 in. (91.4 x 47 x 50.8 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,United States|France,Furniture,http://www.metmuseum.org/art/collection/search/1834,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
283,69.262.4,False,True,266,American Decorative Arts,Armchair,American or French,Auguste-Émile Rinquet-Leprince,1801–1886,Auguste-Émile Rinquet-Leprince,French,1801,1886,ca. 1843,1838,1848,"Applewood or pearwood, ebonized walnut, beech",38 1/2 x 23 1/4 x 26 1/8 in. (97.8 x 59.1 x 66.4 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,United States|France,Furniture,http://www.metmuseum.org/art/collection/search/266,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
284,54.31,False,True,1666,American Decorative Arts,Side Chair,American,William Buttre,active ca. 1805–15,William Buttre,American,1802,1815,ca. 1815,1812,1815,"Ash, beech, tulip",35 x 18 1/4 x 16 1/2 in. (88.9 x 46.4 x 41.9 cm),"Rogers Fund, 1954",Possibly made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1666,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
285,41.160.374,False,True,110,American Decorative Arts,Andiron,American,James Davis,active 1803–28,James Davis,American,1803,1828,1803–28,1803,1828,Brass,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/110,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
286,41.160.375,False,True,111,American Decorative Arts,Andiron,American,James Davis,active 1803–28,James Davis,American,1803,1828,1803–28,1803,1828,Brass,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/111,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
287,41.34.40,False,True,336,American Decorative Arts,Basin,American,Josiah Danforth,1803–1872,Josiah Danforth,American,1803,1872,1821–ca. 1843,1821,1846,Pewter,H. 2 in. (5.1 cm); Diam. 7 7/8 in. (20 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/336,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
288,1979.182,False,True,1667,American Decorative Arts,Side Chair,American,Alexander Jackson Davis|Burns and Trainque,"American, New York 1803–1892 West Orange, New Jersey|active ca. 1842–56",Alexander Jackson Davis|Burns and Trainque,American,1803,1892,ca. 1848,1845,1848,Rosewood,42 x 18 1/2 x 21 1/2 in. (106.7 x 47 x 54.6 cm),"Sansbury-Mills Fund, 1979",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1667,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
289,33.120.121,False,True,408,American Decorative Arts,Beaker,American,Shepherd and Boyd,active 1806–30,Shepherd and Boyd,American,1806,1830,1814,1814,1814,Silver,"Overall: H. 3 7/8 in. (9.8 cm); 5 oz. 4 dwt. (162.2 g)
Lip: Diam. 3 1/4 in. (8.3 cm)
Base: Diam. 3 1/8 in. (7.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,United States,Silver,http://www.metmuseum.org/art/collection/search/408,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
290,69.137.1,False,True,1500,American Decorative Arts,Celery Vase,American,"Bakewell, Page & Bakewell",1808–1882,"Bakewell, Page & Bakewell",American,1808,1882,ca. 1825,1822,1825,Blown lead glass,H. 7 7/16 in. (18.9 cm); Diam. 5 1/8 in. (13 cm),"Rogers Fund, 1969",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1500,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
291,69.137.3,False,True,1502,American Decorative Arts,Celery vase,American,"Bakewell, Page & Bakewell|Benjamin Bakewell & Co.",1808–1882|1809–1813,"Bakewell, Page & Bakewell|Benjamin Bakewell & Co.",American,1808,1882,1810–25,1810,1825,Blown and engraved glass,H. 9 in. (22.9 cm); Diam. 5 3/8 in. (13.7 cm),"Rogers Fund, 1969",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1502,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
292,69.137.2,False,True,1501,American Decorative Arts,Celery vase,American,"Bakewell, Page & Bakewell|Bakewell, Page & Bakewells",1808–1882|1827–1832,"Bakewell, Page & Bakewell|Bakewell, Page & Bakewells",American,1808,1882,1820–30,1820,1830,Blown and cut glass,H. 7 11/16 in. (19.5 cm); Diam. 5 1/4 in. (13.3 cm),"Rogers Fund, 1969",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1501,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
293,1980.355.3,False,True,1498,American Decorative Arts,Celery vase,American,"Benjamin Bakewell & Co.|Bakewell, Page & Bakewell",1809–1813|1808–1882,"Benjamin Bakewell & Co.|Bakewell, Page & Bakewell",American,1808,1882,1810–20,1810,1820,Blown-molded and engraved glass,H. 9 in. (22.9 cm); Diam. 3 7/8 in. (9.8 cm),"Purchase, Judith F. and William H. Hernstadt Gift, 1980",Possibly made in|Possibly made in,United States|United States,Glass,http://www.metmuseum.org/art/collection/search/1498,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
294,52.113.1,False,True,2049,American Decorative Arts,Child's Cup,American,Albert Coles,ca. 1815–1885,Albert Coles,American,1810,1885,ca. 1860,1850,1870,Silver,"Overall: 2 7/8 x 3 1/2 in. (7.3 x 8.9 cm); 2 oz. 4 dwt. (68.3 g)
Lip: Diam. 2 9/16 in. (6.5 cm)
Base: Diam. 2 5/16 in. (5.9 cm)","Gift of William Forbes II, 1952",Made in,United States,Silver,http://www.metmuseum.org/art/collection/search/2049,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
295,1986.241,False,False,1012,American Decorative Arts,Bread Plate,British (American market),Augustus Welby Northmore Pugin|Minton and Company,"British, London 1812–1852 Ramsgate|1793–present",Augustus Welby Northmore Pugin|Minton and Company,British,1793,2002,ca. 1850,1847,1850,Earthenware,Diam. 13 in. (33 cm),"Friends of the American Wing Fund, 1986",Made in,England,Ceramics,http://www.metmuseum.org/art/collection/search/1012,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
296,69.108,False,True,461,American Decorative Arts,Bench,American,Alexander Roux,1813–1886,Alexander Roux,French,1813,1886,ca. 1865,1862,1865,Beech,23 3/4 x 23 7/8 x 19 1/4 in. (60.3 x 60.6 x 48.9 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/461,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
297,68.133.3,False,True,247,American Decorative Arts,Armchair,American,John Jelliff,1813–1893,John Jelliff,American,1813,1893,1868–70,1868,1870,"Rosewood, ash, mother-of-pearl",44 1/2 x 28 1/2 x 29 3/8 in. (113 x 72.4 x 74.6 cm),"Gift of Josephine M. Fiala, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/247,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
298,68.133.2,False,True,246,American Decorative Arts,Armchair,American,John Jelliff,1813–1893,John Jelliff,American,1813,1893,1868–70,1868,1870,"Rosewood, ash, mother-of-pearl",44 1/2 x 28 1/2 x 29 3/8 in. (113 x 72.4 x 74.6 cm),"Gift of Josephine M. Fiala, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/246,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
299,68.100.1,True,True,1084,American Decorative Arts,Cabinet,American,Alexander Roux,1813–1886,Alexander Roux,French,1813,1886,ca. 1866,1863,1866,"Rosewood, tulipwood, cherry, poplar, pine",53 3/8 x 73 3/8 x 18 3/8 in. (135.6 x 186.4 x 46.7 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1084,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
300,68.133.5,False,False,1704,American Decorative Arts,Side Chair,American,John Jelliff,1813–1893,John Jelliff,American,1813,1893,1868–70,1868,1870,"Rosewood, ash, mother-of-pearl",38 1/2 x 22 x 26 3/4 in. (97.8 x 55.9 x 67.9 cm),"Gift of Josephine M. Fiala, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1704,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
301,68.133.4,False,True,1703,American Decorative Arts,Side Chair,American,John Jelliff,1813–1893,John Jelliff,American,1813,1893,1868–70,1868,1870,"Rosewood, ash, mother-of-pearl",38 1/2 x 22 x 26 3/4 in. (97.8 x 55.9 x 67.9 cm),"Gift of Josephine M. Fiala, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1703,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
302,41.29.2,False,True,1312,American Decorative Arts,Candlestick,American,Rufus Dunham,1815–1882,Rufus Dunham,American,1815,1882,1837–60,1837,1860,Pewter,H. 6 in. (15.2 cm),"Gift of Mrs. Frederick S. Fish, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1312,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
303,41.29.1,False,True,1311,American Decorative Arts,Candlestick,American,Rufus Dunham,1815–1882,Rufus Dunham,American,1815,1882,1837–60,1837,1860,Pewter,H. 6 in. (15.2 cm),"Gift of Mrs. Frederick S. Fish, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1311,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
304,Inst.68.8.23b,False,True,1485,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1485,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
305,"Inst.68.8.6a, b",False,True,1406,American Decorative Arts,Column Base and Capital,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,ca. 1810–30,1815,1835,"Cast brass, mercury, gold","a: H. 1 3/4 in. (4.4 cm); Diam. 2 in. (5.1 cm)
b: Diam. 3 in. (7.6 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1406,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
306,"Inst.68.8.5a, b",False,True,1405,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"a: H. 2 in. (5.1 cm); Diam. 2 1/4 in. (5.7 cm)
b: Diam. 3 3/8 in. (8.6 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1405,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
307,"Inst.68.8.10a, b",False,True,1149,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"Cup (a): H. 2 5/8 (6.7 cm)
Arm (a): W. 11 1/2 in. (29.2 cm)
b: Diam. 2 in. (5.1 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1149,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
308,"Inst.68.8.12a, b",False,False,1152,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,H. 2 5/8 in. (6.7 cm); Diam. 1 5/8 in. (4.1 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1152,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
309,"Inst.68.8.3a, b",False,True,1403,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"a: H. 2 1/4 in. (5.7 cm); Diam. 2 1/2 in. (6.4 cm)
b: Diam. 3 5/8 in. (9.2 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1403,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
310,"Inst.68.8.7a, b",False,True,1407,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"a: H. 1 3/8 in. (3.5 cm); Diam. 1 5/16 in. (3.3 cm)
b: Diam. 2 in. (5.1 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1407,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
311,"Inst.68.8.4a, b",False,True,1404,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"a: H. 2 1/4 in. (5.7 cm); Diam. 2 1/2 in. (6.4 cm)
b: Diam. 3 5/8 in. (9.2 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1404,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
312,Inst.68.8.11,False,False,1148,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"Candle arm: W. 7 3/4 in. (19.7 cm)
Backplate: W. 2 1/8 in. (5.4 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1148,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
313,Inst.68.8.23a,False,True,1484,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,1 7/16 x 1 1/8 in. (3.7 x 2.9 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/1484,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
314,"Inst.68.8.24a, b",False,True,2079,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"Clip: 1 7/16 x 1/2 in. (3.7 x 1.3 cm)
Bar: 1 5/16 x 7/16 in. (3.3 x 1.1 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/2079,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
315,"Inst.68.8.32a, b",False,True,296,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"Backplate: Diam. 2 3/4 in. (7 cm)
Ring pull: Diam. 2 1/4 in. (5.7 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/296,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
316,"Inst.68.8.31a, b",False,True,295,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,"Backplate: 4 7/8 x 4 1/4 in. (12.4 x 10.8 cm)
Ring pull: Diam. 3 1/4 in. (8.3 cm)","Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/295,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
317,Inst.68.8.83,False,True,325,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,2 1/2 x 3/4 in. (6.4 x 1.9 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/325,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
318,"Inst.68.8.15a, b",False,False,954,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,9 1/2 x 2 5/8 in. (24.1 x 6.7 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/954,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
319,Inst.68.8.41,False,True,287,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,Diam. 2 1/2 in. (6.4 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/287,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
320,Inst.68.8.42,False,True,288,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,Diam. 2 in. (5.1 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/288,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
321,Inst.68.8.43,False,True,289,American Decorative Arts,Furniture Hardware,American,Henry Kellam Hancock,1816–1851,Henry Kellam Hancock,British,1816,1851,1820–30,1820,1830,Gilt brass,Diam. 2 1/8 in. (5.4 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,England|France,Metal,http://www.metmuseum.org/art/collection/search/289,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
